rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,period_err1,period_err2,impact_parameter,impact_parameter_err1,impact_parameter_err2,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,radius,radius_prad_err1,radiusprad_err2,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_eff_temp_err1,stellar_eff_temp_err2,stellar_surf_grav,stellar_surf_grav_err1,stellar_surf_grav_err2,stellar_metal,stellar_metal_err1,stellar_metal_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2,stellar_mass,stellar_mass_err1,stellar_mass_err2,ra,dec,disposition_num
9219,10321972,K07998.01,,CANDIDATE,CANDIDATE,122.11555,0.019,-0.019,0.23,0.214,-0.23,16.07,1.3,-1.3,1100.0,106.0,-106.0,2.96,0.9,-0.56,0.4405,89.77,351.0,6.0178876,7.902305,12.2,3.0,0.6287,5592.0,195.0,-195.0,4.418,0.156,-0.214,-0.42,0.3,-0.25,0.894,0.273,-0.168,0.764,0.124,-0.053,283.2048,47.478271,1
9220,10322797,K07999.01,,FALSE POSITIVE,FALSE POSITIVE,1.213742728,8.82e-06,-8.82e-06,0.627,0.056,-0.47,3.596,0.198,-0.198,31.7,1.9,-1.9,1.18,0.25,-0.38,0.0244,73.19,2599.0,5.7485137,11.828938,20.3,1104.0,0.5079,6532.0,156.0,-195.0,3.961,0.266,-0.114,-0.2,0.25,-0.25,1.987,0.422,-0.633,1.319,0.198,-0.242,283.66428,47.40097,0
9221,10331279,K08000.01,,CANDIDATE,CANDIDATE,225.48805,0.0187,-0.0187,0.817,0.024,-0.568,19.46,2.3,-2.3,380.0,42.1,-42.1,1.7,0.43,-0.14,0.6861,89.13,267.0,5.3126163,8.716486,11.6,7.0,0.002,5663.0,169.0,-152.0,4.579,0.04,-0.16,-0.38,0.3,-0.3,0.782,0.194,-0.065,0.847,0.097,-0.089,288.27457,47.495781,1
9222,10338529,K08002.01,,FALSE POSITIVE,FALSE POSITIVE,366.74866,0.019,-0.019,0.663,0.284,-0.439,12.446,0.874,-0.874,419.0,54.9,-54.9,2.35,0.75,-0.38,1.0052,89.78,281.0,4.5922475,7.171099,9.1,4.0,0.4938,6136.0,190.0,-212.0,4.368,0.108,-0.201,-0.18,0.3,-0.3,1.087,0.347,-0.174,1.005,0.167,-0.111,291.46838,47.4674,0
9223,10340212,K08003.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374894,1.45e-05,-1.45e-05,0.457,0.028,-0.457,4.637,0.67,-0.67,226.0,40.6,-40.6,0.18,0.0,0.0,0.0085,73.02,433.0,3.464341,8.501308,9.3,1409.0,0.163,2661.0,0.0,0.0,5.283,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.094,0.0,0.0,292.11115,47.452293,0
9224,10383729,K08004.01,,FALSE POSITIVE,FALSE POSITIVE,0.734548624,5.68e-06,-5.68e-06,0.747,0.013,-0.548,2.207,0.166,-0.166,58.6,3.0,-3.0,0.84,0.26,-0.09,0.0165,67.08,2082.0,6.6566963,11.86967,25.1,1823.0,0.7924,6046.0,169.0,-190.0,4.478,0.054,-0.216,0.07,0.2,-0.35,1.007,0.318,-0.106,1.111,0.13,-0.159,280.90179,47.526241,0
9225,5709226,K08104.01,,FALSE POSITIVE,FALSE POSITIVE,317.99484,0.0113,-0.0113,0.405,0.042,-0.405,7.28,1.1,-1.1,719.0,118.0,-118.0,2.22,0.58,-0.2,0.8831,89.93,241.0,8.478822,9.949626,8.4,4.0,0.0633,5665.0,169.0,-169.0,4.568,0.031,-0.178,-0.2,0.3,-0.3,0.82,0.216,-0.072,0.916,0.092,-0.102,292.96835,40.954239,0
9226,5775090,K08105.01,,FALSE POSITIVE,FALSE POSITIVE,432.96732,0.0282,-0.0282,0.189,0.287,-0.189,10.85,1.3,-1.3,866.0,110.0,-110.0,1.64,0.17,-0.13,0.9487,89.96,151.0,6.2427464,7.3089366,10.0,3.0,0.0466,4403.0,131.0,-144.0,4.7,0.036,-0.049,-0.46,0.3,-0.3,0.576,0.061,-0.045,0.606,0.059,-0.053,286.24023,41.022572,0
9227,5791705,K08106.01,,FALSE POSITIVE,FALSE POSITIVE,614.39054,0.0169,-0.0169,0.11,0.356,-0.11,9.312,0.856,-0.856,289.0,34.3,-34.3,2.43,0.45,-0.44,1.4863,89.99,269.0,6.8848777,8.586791,10.2,3.0,0.0998,6228.0,74.0,-80.0,4.193,0.149,-0.122,0.0,0.15,-0.15,1.427,0.262,-0.262,1.156,0.109,-0.082,292.06931,41.042858,0
9228,5802205,K08107.01,,CANDIDATE,CANDIDATE,578.88761,0.022,-0.022,0.24,0.212,-0.24,18.521,0.959,-0.959,76.8,5.8,-5.8,1.69,0.45,-0.67,1.4388,89.94,315.0,5.54864,7.586177,15.1,3.0,0.0104,6180.0,195.0,-238.0,3.946,0.405,-0.135,-0.14,0.3,-0.3,1.917,0.507,-0.76,1.185,0.19,-0.212,295.08749,41.037395,1
9229,5812648,K08108.01,,FALSE POSITIVE,FALSE POSITIVE,238.561202,0.00775,-0.00775,0.732,0.201,-0.493,11.9,1.3,-1.3,260.0,19.9,-19.9,5.75,0.96,-2.41,0.8609,89.61,568.0,5.9395604,8.2426,16.4,6.0,0.2003,6565.0,178.0,-218.0,3.573,0.345,-0.115,-0.52,0.35,-0.3,3.308,0.555,-1.387,1.493,0.237,-0.355,297.44507,41.010571,0
9230,5858919,K08109.01,,CANDIDATE,CANDIDATE,218.771117,0.00282,-0.00282,0.95,0.008,-0.656,3.201,0.344,-0.344,140.0,21.0,-21.0,250.2,8.2,-26.3,0.802,89.71,1997.0,5.464759,7.563608,8.4,4.0,0.3903,3297.0,91.0,-91.0,0.236,0.027,-0.033,0.08,0.2,-0.25,151.184,4.956,-15.859,1.436,0.05,-0.267,285.29388,41.1026,1
9231,5872139,K08110.01,,FALSE POSITIVE,FALSE POSITIVE,375.17737,0.0166,-0.0166,0.405,0.055,-0.405,20.52,1.2,-1.2,1230.0,105.0,-105.0,3.64,1.15,-0.38,1.059,89.83,264.0,5.4372683,7.54234,13.7,3.0,0.7013,6089.0,193.0,-257.0,4.468,0.052,-0.208,0.07,0.25,-0.3,1.024,0.324,-0.108,1.125,0.135,-0.166,290.42435,41.183498,0
9232,10519701,K08212.01,,FALSE POSITIVE,FALSE POSITIVE,334.87402,0.0241,-0.0241,1.165,6.891,-0.331,35.42,4.1,-4.1,388.0,28.0,-28.0,47.48,8.78,-16.3,1.031,85.78,408.0,6.682193,8.831488,19.1,4.0,0.9957,6122.0,183.0,-165.0,3.811,0.293,-0.098,-0.12,0.3,-0.25,2.348,0.434,-0.806,1.299,0.24,-0.24,284.42633,47.737759,0
9233,10664150,K08213.01,,FALSE POSITIVE,FALSE POSITIVE,370.2402,0.0205,-0.0205,1.239,7.056,-0.341,31.46,2.2,-2.2,1270.0,76.7,-76.7,29.24,9.23,-3.09,1.0198,87.45,270.0,5.125671,7.294347,20.5,4.0,0.2935,6296.0,169.0,-226.0,4.481,0.052,-0.208,-0.36,0.3,-0.3,0.966,0.305,-0.102,1.03,0.143,-0.129,291.29425,47.944511,0
9234,10735575,K08214.01,,FALSE POSITIVE,FALSE POSITIVE,1.6749812,1.8e-05,-1.8e-05,0.382,0.077,-0.382,2.707,0.411,-0.411,94.0,13.1,-13.1,79.51,10.5,-19.4,0.0316,85.09,8986.0,5.9466558,27.426477,8.9,796.0,0.4015,3940.0,63.0,-63.0,0.76,0.137,-0.112,-0.64,0.15,-0.15,84.461,11.105,-20.623,1.498,0.084,-0.475,293.57895,48.00602,0
9235,10753394,K08215.01,,FALSE POSITIVE,FALSE POSITIVE,288.678554,0.00593,-0.00593,0.717,0.25,-0.497,9.197,0.675,-0.675,243.0,25.0,-25.0,0.96,0.07,-0.09,0.7051,89.76,172.0,6.382781,7.4252834,10.8,4.0,0.4202,4326.0,131.0,-131.0,4.667,0.054,-0.027,-0.54,0.3,-0.3,0.575,0.045,-0.056,0.56,0.063,-0.037,298.98932,48.077171,0
9237,10907307,K08217.01,,CANDIDATE,CANDIDATE,277.25118,0.0127,-0.0127,0.932,0.029,-0.642,8.742,0.49,-0.49,1520.0,97.9,-97.9,5.02,1.36,-0.91,0.8073,89.53,304.0,13.195917,14.273721,15.3,3.0,0.3902,6046.0,164.0,-164.0,4.357,0.136,-0.187,-0.4,0.3,-0.3,1.048,0.285,-0.19,0.91,0.119,-0.089,284.74127,48.34367,1
9238,11087662,K08218.01,,FALSE POSITIVE,FALSE POSITIVE,264.63654,0.0167,-0.0167,1.247,6.842,-0.188,42.77,3.3,-3.3,432.0,21.1,-21.1,42.55,7.17,-6.43,0.8644,83.16,376.0,4.0747476,7.2580624,28.2,5.0,0.996,6564.0,72.0,-85.0,4.198,0.126,-0.115,-0.18,0.15,-0.15,1.461,0.246,-0.221,1.235,0.092,-0.103,293.60757,48.658379,0
9239,10389280,K08005.01,,FALSE POSITIVE,FALSE POSITIVE,375.408923,0.00946,-0.00946,0.529,0.023,-0.441,11.438,0.401,-0.401,87.3,6.4,-6.4,4.48,0.41,-2.47,1.5434,89.86,858.0,7.195658,9.834385,15.3,4.0,0.0134,11357.0,265.0,-575.0,3.667,0.495,-0.055,0.07,0.05,-0.7,4.528,0.417,-2.502,3.472,0.069,-1.134,284.34103,47.55378,0
9240,10397315,K08006.01,,FALSE POSITIVE,FALSE POSITIVE,2.17812769,1.69e-05,-1.69e-05,0.533,0.063,-0.438,1.645,0.209,-0.209,61.7,7.3,-7.3,0.78,0.24,-0.08,0.0334,86.47,1421.0,3.4203615,8.4102,10.4,616.0,0.2361,6014.0,162.0,-198.0,4.494,0.054,-0.216,-0.08,0.25,-0.3,0.958,0.3,-0.1,1.043,0.126,-0.139,288.61859,47.557201,0
9242,10405224,K08008.01,,FALSE POSITIVE,FALSE POSITIVE,0.93378068,1.56e-05,-1.56e-05,0.251,0.224,-0.251,3.706,0.449,-0.449,72.7,9.9,-9.9,0.63,0.06,-0.05,0.0175,82.72,1427.0,4.032557,8.307386,9.2,1442.0,0.9253,4938.0,148.0,-148.0,4.601,0.022,-0.067,0.14,0.25,-0.3,0.753,0.074,-0.051,0.836,0.043,-0.079,292.0274,47.509682,0
9243,10405482,K08009.01,,FALSE POSITIVE,FALSE POSITIVE,0.93373895,2.66e-05,-2.66e-05,0.259,0.226,-0.259,4.156,0.515,-0.515,39.6,4.7,-4.7,0.64,0.21,-0.07,0.0191,81.67,1993.0,3.0728662,7.742544,10.5,1443.0,0.9981,6223.0,188.0,-206.0,4.459,0.056,-0.224,-0.2,0.25,-0.3,1.006,0.335,-0.112,1.063,0.144,-0.144,292.13193,47.56374,0
9244,10405546,K08010.01,,FALSE POSITIVE,FALSE POSITIVE,0.93373718,1.2e-05,-1.2e-05,0.29,0.167,-0.29,2.582,0.321,-0.321,18.9,2.9,-2.9,0.48,0.14,-0.06,0.0195,83.89,2097.0,4.4824533,8.6427,8.4,1437.0,0.9344,6367.0,141.0,-188.0,4.419,0.062,-0.188,-0.14,0.25,-0.3,1.087,0.32,-0.128,1.131,0.158,-0.143,292.15488,47.562019,0
9246,5955197,K08111.01,,CANDIDATE,CANDIDATE,359.33831,0.0117,-0.0117,0.176,0.279,-0.176,18.566,0.908,-0.908,978.0,71.7,-71.7,2.33,0.31,-0.29,0.8852,89.93,216.0,6.132782,7.861852,15.8,4.0,0.685,5316.0,204.0,-186.0,4.539,0.085,-0.076,-0.46,0.35,-0.3,0.753,0.102,-0.092,0.715,0.104,-0.045,290.14304,41.27755,1
9247,5955427,K08112.01,,FALSE POSITIVE,FALSE POSITIVE,213.201978,0.00663,-0.00663,0.214,0.241,-0.214,15.396,0.839,-0.839,697.0,62.1,-62.1,1.91,0.08,-0.16,0.6332,89.88,221.0,7.422201,7.8583794,12.9,6.0,0.0401,4594.0,138.0,-138.0,4.557,0.06,-0.02,0.26,0.15,-0.3,0.752,0.031,-0.062,0.744,0.049,-0.049,290.2196,41.246811,0
9248,5956977,K08113.01,,FALSE POSITIVE,FALSE POSITIVE,77.773042,0.00109,-0.00109,0.558,0.412,-0.349,2.285,0.391,-0.391,433.0,72.4,-72.4,15.03,3.13,-0.52,0.3422,89.86,955.0,4.4401097,7.51491,7.7,17.0,0.2432,4763.0,79.0,-43.0,2.685,0.03,-0.03,-0.36,0.15,-0.1,7.068,1.472,-0.245,0.882,0.397,-0.021,290.71783,41.247318,0
9249,6043574,K08114.01,,FALSE POSITIVE,FALSE POSITIVE,381.782641,0.00726,-0.00726,1.204,7.005,-0.048,4.52,1.1,-1.1,368.0,60.1,-60.1,55.75,10.6,-21.1,1.1108,89.5,384.0,4.5417347,7.113357,8.6,4.0,0.6343,6056.0,183.0,-165.0,3.816,0.3,-0.1,-0.18,0.35,-0.25,2.29,0.434,-0.868,1.252,0.204,-0.272,292.19037,41.31144,0
9250,6049470,K08115.01,,FALSE POSITIVE,FALSE POSITIVE,354.7897,0.134,-0.134,0.449,0.02,-0.449,12.62,7.7,-7.7,81.0,10.5,-10.5,0.47,0.04,-0.07,0.7963,89.87,134.0,9.358625,10.831279,9.2,4.0,0.0053,3778.0,76.0,-83.0,4.742,0.071,-0.038,0.0,0.25,-0.3,0.515,0.048,-0.071,0.533,0.046,-0.074,293.96423,41.318802,0
9251,6105359,K08116.01,,FALSE POSITIVE,FALSE POSITIVE,235.544698,0.00823,-0.00823,0.005,0.453,-0.005,8.93,0.825,-0.825,299.0,35.9,-35.9,2.13,0.55,-0.55,0.7488,90.0,316.0,5.2174573,7.1159897,9.2,5.0,0.6288,5533.0,166.0,-166.0,4.244,0.22,-0.16,0.38,0.05,-0.3,1.255,0.325,-0.325,1.009,0.094,-0.094,284.93216,41.45401,0
9252,6114140,K08117.01,,CANDIDATE,CANDIDATE,0.933745798,2.35e-06,-2.35e-06,0.961,0.002,-0.003,6.447,0.162,-0.162,614.0,11.9,-11.9,3.45,1.07,-0.42,0.0195,26.09,2097.0,24.299774,43.466732,75.3,1441.0,0.0681,6367.0,172.0,-211.0,4.419,0.065,-0.195,-0.14,0.25,-0.3,1.087,0.336,-0.134,1.131,0.162,-0.146,288.7709,41.412571,1
9254,11124353,K08220.01,,FALSE POSITIVE,FALSE POSITIVE,423.73074,0.0573,-0.0573,0.37,0.114,-0.364,19.4,2.0,-2.0,835.0,92.7,-92.7,2.48,0.81,-0.29,1.0853,89.87,225.0,4.86254,7.6106863,12.1,3.0,0.1286,5743.0,330.0,-403.0,4.553,0.05,-0.2,-0.14,0.3,-0.3,0.853,0.278,-0.099,0.949,0.133,-0.133,284.29269,48.704021,0
9255,11338091,K08221.01,,CANDIDATE,CANDIDATE,293.38641,0.0181,-0.0181,0.537,0.415,-0.324,15.23,3.3,-3.3,94.9,6.9,-6.9,1.35,0.39,-0.31,0.8842,89.76,347.0,5.7457824,7.3776317,13.4,4.0,0.0022,6392.0,181.0,-227.0,4.213,0.185,-0.185,-0.28,0.25,-0.3,1.34,0.382,-0.313,1.067,0.177,-0.129,284.79071,49.125359,1
9256,11400356,K08222.01,,FALSE POSITIVE,FALSE POSITIVE,677.56282,0.0329,-0.0329,0.537,0.438,-0.323,10.53,2.4,-2.4,631.0,119.0,-119.0,2.24,0.51,-0.27,1.4207,89.93,190.0,6.0327725,7.4638596,8.5,3.0,0.9691,5511.0,166.0,-166.0,4.477,0.096,-0.144,-0.18,0.3,-0.3,0.872,0.196,-0.105,0.833,0.111,-0.074,290.47623,49.20261,0
9257,11446424,K08223.01,,CANDIDATE,CANDIDATE,66.716453,0.00194,-0.00194,0.548,0.006,-0.488,3.855,0.912,-0.912,626.0,125.0,-125.0,2.2,0.48,-0.23,0.3067,89.73,402.0,3.9829998,7.5206037,8.1,14.0,0.0141,5447.0,164.0,-164.0,4.506,0.074,-0.137,-0.06,0.3,-0.3,0.859,0.187,-0.093,0.864,0.099,-0.082,286.79462,49.347591,1
9258,11449696,K08224.01,,FALSE POSITIVE,FALSE POSITIVE,371.21205,0.0221,-0.0221,0.357,0.116,-0.357,19.95,1.6,-1.6,720.0,68.1,-68.1,2.55,0.81,-0.28,1.0155,89.85,259.0,6.4094787,7.446954,12.9,4.0,0.3607,6106.0,191.0,-233.0,4.497,0.054,-0.216,-0.24,0.3,-0.3,0.94,0.295,-0.105,1.013,0.139,-0.139,288.81409,49.35561,0
9259,11456839,K08225.01,,FALSE POSITIVE,FALSE POSITIVE,190.783023,0.00502,-0.00502,0.088,0.384,-0.088,4.069,0.42,-0.42,1390.0,177.0,-177.0,71.66,2.88,-26.0,0.9897,89.99,989.0,8.93681,8.991948,9.5,3.0,-1.0,5013.0,100.0,-301.0,2.394,0.039,-0.024,0.07,0.15,-0.5,19.813,0.797,-7.176,3.549,0.071,-2.025,292.73511,49.330639,0
9262,10470882,K08014.01,,FALSE POSITIVE,FALSE POSITIVE,0.9337491,1.47e-05,-1.47e-05,0.084,0.398,-0.084,3.842,0.288,-0.288,98.1,9.4,-9.4,0.79,0.2,-0.06,0.018,87.54,1662.0,3.220278,9.449483,12.6,1220.0,0.4808,5628.0,186.0,-186.0,4.575,0.04,-0.16,-0.22,0.3,-0.3,0.808,0.203,-0.068,0.903,0.092,-0.102,292.08099,47.613461,0
9263,10470993,K08015.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374417,1.11e-05,-1.11e-05,0.277,0.189,-0.277,3.385,0.394,-0.394,31.3,4.0,-4.0,0.64,0.22,-0.07,0.0197,82.53,2126.0,3.2587774,8.961337,9.9,1440.0,0.9967,6363.0,153.0,-211.0,4.399,0.07,-0.21,-0.04,0.25,-0.3,1.131,0.389,-0.13,1.17,0.169,-0.169,292.12277,47.646069,0
9264,10471005,K08016.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374635,1.44e-05,-1.44e-05,0.096,0.394,-0.096,3.074,0.692,-0.692,34.3,7.2,-7.2,0.63,0.18,-0.11,0.0186,87.7,1895.0,3.397076,7.839946,7.3,1440.0,0.9715,5593.0,166.0,-166.0,4.349,0.144,-0.192,0.22,0.2,-0.3,1.094,0.307,-0.189,0.976,0.104,-0.094,292.12784,47.614342,0
9265,10471055,K08017.01,,FALSE POSITIVE,FALSE POSITIVE,0.9337465,1.48e-05,-1.48e-05,0.167,0.282,-0.167,3.629,0.324,-0.324,49.9,5.2,-5.2,0.63,0.19,-0.06,0.0185,85.33,1863.0,3.3397977,10.029812,11.6,1221.0,0.9448,6102.0,214.0,-235.0,4.528,0.05,-0.2,-0.38,0.3,-0.3,0.887,0.272,-0.091,0.968,0.117,-0.129,292.14102,47.62624,0
9266,10471204,K08018.01,,FALSE POSITIVE,FALSE POSITIVE,0.93371631,1.66e-05,-1.66e-05,0.401,0.089,-0.401,4.344,0.421,-0.421,61.3,7.5,-7.5,0.7,0.19,-0.06,0.0186,76.06,1743.0,4.6923723,8.372116,10.3,1441.0,0.4476,5734.0,156.0,-173.0,4.538,0.034,-0.184,-0.02,0.3,-0.3,0.883,0.245,-0.077,0.982,0.102,-0.125,292.20523,47.6483,0
9267,6119605,K08118.01,,FALSE POSITIVE,FALSE POSITIVE,260.02265,0.00402,-0.00402,0.842,0.078,-0.575,12.009,0.436,-0.436,2060.0,90.5,-90.5,3.13,0.29,-0.16,0.6915,89.53,217.0,8.620699,11.023978,25.7,5.0,0.1015,5250.0,157.0,-141.0,4.684,0.032,-0.056,-1.02,0.3,-0.3,0.608,0.057,-0.031,0.65,0.046,-0.032,290.51993,41.46513,0
9268,6230649,K08119.01,,FALSE POSITIVE,FALSE POSITIVE,443.66,0.114,-0.114,1.194,6.731,-0.166,7.99,3.4,-3.4,361.0,89.3,-89.3,33.2,6.72,-7.39,1.1554,89.23,331.0,10.358602,11.249644,6.3,3.0,0.0,6743.0,183.0,-224.0,4.144,0.198,-0.132,-0.68,0.3,-0.3,1.433,0.29,-0.319,1.043,0.149,-0.108,298.46213,41.5256,0
9269,6286633,K08120.01,,FALSE POSITIVE,FALSE POSITIVE,366.28999,0.0111,-0.0111,0.654,0.282,-0.445,10.869,0.603,-0.603,2570.0,246.0,-246.0,68.39,2.74,-26.1,1.4591,89.82,666.0,12.140797,12.306401,11.9,4.0,0.696,5083.0,50.0,-130.0,2.708,0.033,-0.027,0.07,0.15,-0.75,12.868,0.516,-4.903,3.083,0.205,-1.95,292.32611,41.671761,0
9270,6451125,K08121.01,,FALSE POSITIVE,FALSE POSITIVE,72.6549842,0.000512,-0.000512,1.141,7.133,-0.12,5.503,0.274,-0.274,389.0,20.3,-20.3,34.52,6.43,-11.0,0.3605,87.02,699.0,6.4216037,10.73477,22.1,18.0,0.9969,6793.0,170.0,-204.0,3.926,0.292,-0.097,-0.6,0.3,-0.3,1.96,0.365,-0.626,1.181,0.189,-0.189,294.42145,41.8969,0
9272,6516529,K08123.01,,FALSE POSITIVE,FALSE POSITIVE,379.42818,0.043,-0.043,0.006,0.424,-0.006,11.24,1.3,-1.3,404.0,43.8,-43.8,1.89,0.59,-0.19,1.0262,90.0,252.0,7.4851556,8.058489,11.1,3.0,0.9083,5947.0,160.0,-178.0,4.487,0.054,-0.216,-0.12,0.3,-0.3,0.945,0.294,-0.098,1.0,0.134,-0.122,289.98419,41.918591,0
9273,6521526,K08124.01,,FALSE POSITIVE,FALSE POSITIVE,103.039788,0.00338,-0.00338,0.039,0.448,-0.039,14.197,0.682,-0.682,1370.0,101.0,-101.0,2.05,0.1,-0.25,0.3592,89.96,210.0,7.790064,8.669573,15.9,12.0,0.2782,3749.0,117.0,-143.0,4.674,0.072,-0.022,0.56,0.05,-0.3,0.581,0.03,-0.07,0.582,0.037,-0.061,291.52393,41.94294,0
9274,11501492,K08226.01,,FALSE POSITIVE,FALSE POSITIVE,371.90464,0.0243,-0.0243,0.922,0.007,-0.646,25.36,1.3,-1.3,519.0,40.7,-40.7,2.88,0.94,-0.31,1.0493,88.95,271.0,6.4963613,7.6460996,14.4,4.0,0.1113,6164.0,193.0,-236.0,4.446,0.056,-0.21,-0.02,0.25,-0.3,1.045,0.341,-0.114,1.109,0.146,-0.146,288.72406,49.466091,0
9275,11558217,K08227.01,,FALSE POSITIVE,FALSE POSITIVE,362.85801,0.035,-0.035,0.626,0.344,-0.409,17.03,2.8,-2.8,152.0,19.4,-19.4,1.9,0.55,-0.45,1.045,89.72,353.0,7.0367465,8.54988,10.1,4.0,0.0,6740.0,163.0,-245.0,4.165,0.204,-0.167,-0.44,0.25,-0.3,1.471,0.425,-0.348,1.155,0.176,-0.158,291.34402,49.577091,0
9276,11649292,K08228.01,,FALSE POSITIVE,FALSE POSITIVE,384.558321,0.00544,-0.00544,0.947,0.012,-0.662,4.76,0.337,-0.337,1330.0,150.0,-150.0,14.33,6.46,-5.28,1.0318,89.8,382.0,7.4309497,8.253642,10.1,3.0,0.2426,5078.0,132.0,-112.0,3.479,0.352,-0.288,-0.36,0.3,-0.2,3.0,1.352,-1.106,0.989,0.246,-0.144,284.10953,49.733379,0
9277,11760931,K08229.01,,FALSE POSITIVE,FALSE POSITIVE,397.72733,0.0278,-0.0278,0.013,0.438,-0.013,11.683,0.955,-0.955,233.0,30.3,-30.3,1.48,0.46,-0.15,1.0781,90.0,253.0,5.3882704,7.4239483,9.0,4.0,0.4043,6032.0,180.0,-198.0,4.485,0.05,-0.213,-0.06,0.25,-0.35,0.973,0.3,-0.1,1.055,0.126,-0.153,290.60349,49.99242,0
9278,11854061,K08230.01,,FALSE POSITIVE,FALSE POSITIVE,504.88419,0.021,-0.021,1.26,6.912,-0.128,20.18,1.7,-1.7,5060.0,396.0,-396.0,25.19,2.0,-2.23,1.0703,89.23,157.0,8.550335,8.720685,15.9,3.0,0.3217,4559.0,143.0,-143.0,4.612,0.056,-0.024,-0.26,0.3,-0.3,0.655,0.052,-0.058,0.641,0.077,-0.051,285.73474,50.124962,0
9279,11868122,K08231.01,,FALSE POSITIVE,FALSE POSITIVE,384.92275,0.0398,-0.0398,0.288,0.131,-0.288,9.98,2.6,-2.6,185.0,30.3,-30.3,1.64,0.49,-0.5,0.9595,89.94,298.0,6.5944796,8.059101,7.2,4.0,0.1864,6070.0,199.0,-199.0,4.186,0.351,-0.189,-0.8,0.3,-0.3,1.191,0.359,-0.359,0.794,0.104,-0.048,293.96844,50.178219,0
9280,11872364,K08232.01,,CANDIDATE,CANDIDATE,189.183958,0.00421,-0.00421,0.68,0.062,-0.488,6.829,0.634,-0.634,1010.0,112.0,-112.0,3.31,0.95,-0.59,0.6103,89.76,312.0,7.338282,9.35373,11.2,8.0,-1.0,5573.0,182.0,-166.0,4.382,0.158,-0.193,-0.14,0.3,-0.3,0.981,0.283,-0.174,0.845,0.122,-0.071,295.86533,50.13348,1
9281,10471243,K08019.01,,FALSE POSITIVE,FALSE POSITIVE,0.93376131,1.43e-05,-1.43e-05,0.312,0.167,-0.312,3.747,0.452,-0.452,55.6,6.7,-6.7,0.61,0.14,-0.05,0.0181,80.72,1682.0,3.3865256,8.714329,10.5,1440.0,0.6766,5665.0,152.0,-152.0,4.568,0.04,-0.16,-0.2,0.3,-0.3,0.82,0.191,-0.064,0.916,0.092,-0.102,292.22083,47.635689,0
9282,10471296,K08020.01,,FALSE POSITIVE,FALSE POSITIVE,0.93377253,1.21e-05,-1.21e-05,0.004,0.455,-0.004,2.544,0.335,-0.335,30.0,4.2,-4.2,0.43,0.09,-0.04,0.0179,89.91,1644.0,4.2303095,7.283076,8.4,1436.0,0.9978,5595.0,152.0,-152.0,4.581,0.036,-0.135,-0.24,0.3,-0.3,0.796,0.157,-0.073,0.89,0.078,-0.107,292.24588,47.63343,0
9283,10535886,K08021.01,,FALSE POSITIVE,FALSE POSITIVE,0.93376021,1.33e-05,-1.33e-05,0.297,0.176,-0.297,3.182,0.36,-0.36,56.5,7.3,-7.3,0.4,0.02,-0.02,0.0153,82.41,1019.0,3.2390294,7.4996095,9.5,1439.0,0.795,3885.0,50.0,-46.0,4.71,0.028,-0.016,-0.1,0.1,-0.1,0.54,0.019,-0.026,0.545,0.022,-0.022,292.17847,47.750751,0
9284,10535897,K08022.01,,FALSE POSITIVE,FALSE POSITIVE,0.93372008,1.26e-05,-1.26e-05,0.413,0.053,-0.413,2.591,0.394,-0.394,17.0,2.8,-2.8,0.41,0.13,-0.04,0.0187,80.88,1990.0,3.1863334,7.328449,7.9,1438.0,0.9747,6221.0,169.0,-206.0,4.452,0.067,-0.216,-0.32,0.3,-0.35,0.983,0.299,-0.107,0.995,0.147,-0.12,292.18378,47.722832,0
9285,10535926,K08023.01,,FALSE POSITIVE,FALSE POSITIVE,0.93373591,1.34e-05,-1.34e-05,0.21,0.269,-0.21,4.517,0.363,-0.363,35.1,4.3,-4.3,0.57,0.17,-0.07,0.0185,82.8,1904.0,3.3167045,7.846678,10.8,1440.0,0.6658,6028.0,163.0,-199.0,4.47,0.067,-0.202,-0.26,0.3,-0.3,0.95,0.291,-0.116,0.969,0.13,-0.117,292.19623,47.76659,0
9286,10535991,K08024.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374911,1.75e-05,-1.75e-05,0.505,0.005,-0.471,3.504,0.432,-0.432,57.8,8.7,-8.7,0.66,0.19,-0.06,0.0183,74.71,1793.0,3.5266862,8.053959,8.4,1439.0,0.97,5978.0,161.0,-179.0,4.554,0.036,-0.192,-0.38,0.3,-0.3,0.846,0.235,-0.078,0.932,0.109,-0.109,292.2276,47.746262,0
