rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec,disposition_num
9137,7133286,K07581.01,,FALSE POSITIVE,FALSE POSITIVE,38.51077573,0.467,38.8558,84600.0,18.68,0.1906,87.02,352.0,306.83524,356.78256,3567.5,26.0,-1.0,4374.0,4.626,-0.22,0.635,0.621,296.05859,42.669567,0
9139,7214090,K07583.01,,FALSE POSITIVE,FALSE POSITIVE,0.577910513,0.367,1.362,144.0,1.1,0.0134,83.26,2081.0,3.74522,12.062356,18.1,1962.0,0.8966,5730.0,4.503,-0.04,0.908,0.96,295.69482,42.756962,0
9140,7281694,K07584.01,,FALSE POSITIVE,FALSE POSITIVE,0.566807725,0.155,2.16,31.5,0.94,0.0133,85.73,2524.0,3.8975952,9.9529705,12.3,2365.0,0.9741,5018.0,3.953,0.32,1.734,0.985,291.68167,42.809319,0
9141,7362450,K07585.01,,FALSE POSITIVE,FALSE POSITIVE,0.566807422,0.985,5.148,26.1,1.13,0.0132,12.78,2680.0,5.164973,12.163339,28.8,2377.0,0.9995,5616.0,4.04,-0.08,1.547,0.958,291.68283,42.932812,0
9143,8096395,K07587.01,,CANDIDATE,CANDIDATE,366.088938,0.89,11.887,538.0,2.57,0.9845,89.57,257.0,13.1379595,21.286785,29.0,3.0,0.7987,5941.0,4.464,-0.24,0.945,0.948,291.35892,43.93681,1
9146,10397751,K02859.05,,CANDIDATE,CANDIDATE,5.43103616,0.816,2.469,66.8,0.66,0.0532,85.32,873.0,3.0287008,9.414078,10.8,214.0,0.2964,5374.0,4.555,-0.68,0.721,0.68,288.83136,47.551991,1
9152,8649876,K07595.01,,FALSE POSITIVE,FALSE POSITIVE,10.4212788,1.151,28.4832,148.0,36.9,0.1011,21.47,1235.0,3.1729836,8.938494,31.0,132.0,0.7964,6183.0,3.908,-0.04,2.073,1.268,299.53748,44.71151,0
9155,8868686,K07598.01,,FALSE POSITIVE,FALSE POSITIVE,4.44709107,0.988,16.79,40.5,0.96,0.0523,23.34,1228.0,3.2249174,12.390906,22.6,308.0,0.1141,6137.0,4.357,-0.32,1.076,0.96,284.41647,45.138889,0
9157,8572936,K02459.01,,FALSE POSITIVE,FALSE POSITIVE,27.79576243,0.483,15.5056,420000.0,81.48,0.1793,88.73,655.0,3532.5493,19001.273,1969.5,0.0,-1.0,5915.0,4.329,-0.06,1.13,0.992,296.43582,44.64156,0
9158,9837578,K02937.01,,FALSE POSITIVE,FALSE POSITIVE,20.73374857,0.479,6.28773,417000.0,69.8,0.1371,89.31,661.0,1813.9624,9272.036,2236.7,0.0,-1.0,5620.0,4.363,-0.32,0.974,0.797,294.49698,46.689758,0
9159,7821010,K02938.01,,FALSE POSITIVE,FALSE POSITIVE,24.2382418,0.426,4.16665,462000.0,102.31,0.1759,89.66,793.0,14438.292,63391.19,1126.4,0.0,-1.0,6457.0,4.259,0.0,1.365,1.233,291.31985,43.59547,0
9160,5473556,K02939.01,,FALSE POSITIVE,FALSE POSITIVE,11.25882503,0.805,8.9592,196000.0,87.18,0.0943,86.37,1080.0,2640.0923,13999.103,6395.7,120.0,0.5026,6217.0,4.052,-0.78,1.464,0.882,298.15009,40.65617,0
9161,6504534,K03152.01,,FALSE POSITIVE,FALSE POSITIVE,28.16261258,0.952,3.19576,37800.0,23.52,0.1634,89.06,470.0,343.12332,1278.7318,912.7,36.0,0.8536,4936.0,4.54,-0.08,0.761,0.734,285.16711,41.967079,0
9162,6307062,K03153.01,,FALSE POSITIVE,FALSE POSITIVE,75.3789569,0.273,7.70352,539000.0,58.76,0.3317,89.87,365.0,2825.4229,7238.858,1886.6,0.0,-1.0,5420.0,4.596,-0.2,0.771,0.864,297.62912,41.64151,0
9165,9246715,K07601.01,,FALSE POSITIVE,FALSE POSITIVE,342.5531572,0.797,73.8068,193000.0,830.99,1.1975,89.02,738.0,408.78073,623.455,8248.4,9.0,0.0003,4857.0,2.422,-0.4,14.219,1.95,300.95135,45.604118,0
9168,8677057,K07903.01,,CANDIDATE,CANDIDATE,0.694611128,0.176,1.115,98.8,0.64,0.0137,87.88,1415.0,3.3883975,7.339942,9.3,1922.0,0.9025,4612.0,4.646,-0.06,0.662,0.726,286.31052,44.838188,1
9169,8702537,K07905.01,,CANDIDATE,CANDIDATE,7.4751841,0.309,5.166,28.1,0.85,0.0721,88.33,1168.0,2.9744997,7.93867,9.2,178.0,0.972,5616.0,3.98,-0.34,1.602,0.894,296.5477,44.898041,1
9170,8757213,K07911.01,,FALSE POSITIVE,FALSE POSITIVE,328.0485,0.329,13.75,398.0,2.22,0.9857,89.89,292.0,5.5931835,7.2276206,6.9,4.0,0.2644,6268.0,4.429,0.07,1.1,1.188,293.2709,44.919102,0
9171,8880003,K07914.01,,FALSE POSITIVE,FALSE POSITIVE,1.72128752,0.449,2.366,58.5,0.65,0.0274,84.91,1415.0,3.0589232,7.5917745,7.7,763.0,0.1686,5813.0,4.561,-0.28,0.833,0.925,289.77744,45.153191,0
9172,8953296,K07916.01,,FALSE POSITIVE,FALSE POSITIVE,0.784294574,0.764,4.18831,213000.0,87.26,0.0174,69.96,2651.0,678.2864,7178.434,1751.1,1713.0,-1.0,6576.0,4.171,-0.36,1.455,1.147,291.93869,45.222198,0
9173,8749844,K07909.01,,FALSE POSITIVE,FALSE POSITIVE,361.51099,0.443,4.868,236.0,6.85,1.4011,89.95,733.0,6.23406,8.140951,9.3,4.0,0.1247,9492.0,3.619,0.07,4.298,2.806,290.40793,44.96394,0
9174,8962007,K07917.01,,FALSE POSITIVE,FALSE POSITIVE,1.41435861,0.189,2.285,56.8,0.74,0.0233,87.7,1578.0,3.1154852,8.332356,9.5,946.0,0.0155,5470.0,4.366,-0.06,0.994,0.837,294.94873,45.210251,0
9175,8703491,K07906.01,,FALSE POSITIVE,FALSE POSITIVE,0.616343903,0.042,0.7656,161.0,1.72,0.0151,89.62,2513.0,4.1384826,9.054461,77.8,2169.0,0.9301,6045.0,4.264,0.28,1.34,1.205,296.81982,44.869434,0
9176,9043947,K07920.01,,CANDIDATE,CANDIDATE,1.04347858,0.497,2.012,22.5,1.09,0.0219,81.91,2688.0,3.3336442,7.5160227,8.6,1278.0,0.3703,6014.0,3.843,-0.04,2.246,1.281,298.25204,45.396641,1
9177,9079587,K07921.01,,FALSE POSITIVE,FALSE POSITIVE,364.33929,0.934,13.486,1940.0,4.4,0.9432,89.46,228.0,6.044841,8.60779,15.9,3.0,0.148,5606.0,4.557,-0.32,0.8,0.841,287.71542,45.436329,0
9178,8703506,K07907.01,,FALSE POSITIVE,FALSE POSITIVE,352.710091,0.329,2.901,1660.0,3.75,0.971,89.98,261.0,5.283498,8.223518,9.6,3.0,0.3676,6112.0,4.513,-0.34,0.908,0.981,296.82361,44.855309,0
9179,8590776,K07900.01,,FALSE POSITIVE,FALSE POSITIVE,33.8938177,0.332,2.012,205.0,1.22,0.2009,89.85,527.0,3.6658404,7.1336327,6.8,40.0,0.3091,5818.0,4.554,-0.22,0.848,0.937,301.16556,44.664108,0
9180,8761550,K07912.01,,FALSE POSITIVE,FALSE POSITIVE,224.591055,0.768,3.232,125.0,2.17,0.7521,89.87,392.0,3.5136755,7.1929727,8.2,7.0,0.6108,5786.0,3.992,0.1,1.771,1.124,294.86639,44.980991,0
9181,8686761,K07904.01,,FALSE POSITIVE,FALSE POSITIVE,374.939991,0.64,17.0849,235.0,4.67,1.1289,89.72,381.0,6.6446185,8.667117,8.4,4.0,0.375,5382.0,3.645,-0.18,2.909,1.363,290.87735,44.861591,0
9182,8873450,K07913.01,,CANDIDATE,CANDIDATE,24.2783801,0.717,4.564,714.0,2.03,0.1456,88.62,432.0,9.485224,12.511366,13.6,54.0,0.2314,4450.0,4.583,0.14,0.707,0.698,286.74857,45.158741,1
9183,8880317,K07915.01,,CANDIDATE,CANDIDATE,382.5891,0.042,11.7,298.0,2.15,1.0393,89.99,305.0,4.795005,7.206373,10.5,4.0,0.1323,6337.0,4.261,-0.34,1.239,1.019,289.92197,45.10392,1
9184,8750503,K07910.01,,FALSE POSITIVE,FALSE POSITIVE,11.9283194,0.052,6.69,183.0,0.98,0.0916,89.78,632.0,2.7160785,7.4145985,10.6,113.0,0.7304,5010.0,4.545,-0.2,0.75,0.72,290.64545,44.904202,0
9185,8639155,K07902.01,,FALSE POSITIVE,FALSE POSITIVE,0.603351522,0.46,0.8358,164.0,3.91,0.0161,84.75,3730.0,4.2406683,9.583482,20.6,2214.0,1.0,6240.0,3.679,-0.04,2.948,1.515,296.78802,44.7696,0
9186,9021047,K07919.01,,FALSE POSITIVE,FALSE POSITIVE,31.97280045,0.935,4.9,2240.0,5.88,0.2015,87.79,626.0,20.16573,29.183687,44.8,3.0,0.9929,6340.0,4.457,-0.3,1.01,1.066,291.49545,45.378941,0
9187,8587439,K07899.01,,FALSE POSITIVE,FALSE POSITIVE,8.39140024,0.342,1.193,134.0,1.1,0.0745,89.62,921.0,3.2698889,8.674343,9.2,159.0,0.4712,5892.0,4.389,-0.66,0.935,0.781,300.18503,44.635578,0
9188,8712863,K07908.01,,FALSE POSITIVE,FALSE POSITIVE,0.532493086,0.558,2.145,19.9,1.87,0.0156,71.43,4893.0,5.711265,9.152053,8.9,2512.0,0.9557,6894.0,3.476,-0.44,4.032,1.774,299.25092,44.856091,0
9189,9079915,K07922.01,,FALSE POSITIVE,FALSE POSITIVE,0.812678859,0.664,0.841,39.3,0.83,0.0183,83.24,2403.0,3.3211937,9.043147,7.4,1638.0,1.0,6636.0,4.349,-0.06,1.236,1.251,287.89935,45.417488,0
9190,10208894,K08199.01,,FALSE POSITIVE,FALSE POSITIVE,183.836254,0.956,13.088,1050.0,51.64,0.7889,88.75,852.0,6.8211384,7.5808687,15.7,4.0,0.7698,4959.0,2.569,-0.44,11.963,1.934,292.32233,47.255112,0
9191,10214873,K08200.01,,FALSE POSITIVE,FALSE POSITIVE,5.959695593,0.626,1.8383,151.0,1.13,0.064,88.18,937.0,4.651017,9.210644,4.7,223.0,0.9186,5717.0,4.538,0.0,0.884,0.984,294.56131,47.298092,0
9192,10253977,K08201.01,,CANDIDATE,CANDIDATE,392.601892,0.713,3.21,779.0,2.25,0.9879,89.94,204.0,5.8177896,7.3105316,7.8,3.0,0.7555,5307.0,4.605,-0.2,0.753,0.843,281.87015,47.394989,1
9193,10268714,K08202.01,,FALSE POSITIVE,FALSE POSITIVE,452.65206,0.646,19.87,175.0,2.41,1.2591,89.73,345.0,6.5879683,7.660612,17.0,3.0,0.8386,6664.0,4.075,-0.28,1.73,1.3,289.64059,47.346439,0
9194,10281311,K08203.01,,FALSE POSITIVE,FALSE POSITIVE,234.6631919,0.029,7.627,244.0,1.68,0.7751,89.99,328.0,7.6440244,9.309969,5.0,4.0,0.0989,6306.0,4.426,-0.1,1.076,1.126,294.64493,47.338921,0
9195,10341876,K08204.01,,FALSE POSITIVE,FALSE POSITIVE,351.204993,0.777,22.414,1260.0,3.57,0.9186,89.46,258.0,8.262103,8.71937,21.3,5.0,0.2041,5845.0,4.435,-0.44,0.918,0.838,292.75928,47.430401,0
9196,10351947,K08205.01,,CANDIDATE,CANDIDATE,260.446151,0.896,9.314,714.0,25.39,0.9622,89.53,608.0,4.199704,7.8116226,16.8,5.0,0.7068,4845.0,2.897,0.06,7.796,1.748,296.38278,47.409592,1
9197,10160922,K07990.01,,CANDIDATE,CANDIDATE,87.487573,0.127,5.881,529.0,1.87,0.3727,89.94,377.0,3.7947938,7.8486037,8.4,10.0,0.5732,5774.0,4.567,-0.3,0.818,0.907,298.31586,47.105091,1
9198,10198225,K07991.01,,CANDIDATE,CANDIDATE,11.9451376,0.443,6.893,63.3,3.32,0.1176,87.88,1337.0,2.9203577,7.650106,12.4,115.0,0.4747,5094.0,3.38,-0.08,4.163,1.517,287.55182,47.244862,1
9199,10214341,K07992.01,,CANDIDATE,CANDIDATE,277.13367,0.662,9.67,321.0,1.84,0.8391,89.78,307.0,6.6144624,8.742702,8.7,4.0,0.0591,6461.0,4.474,-0.52,0.971,1.025,294.38254,47.205769,1
9200,10219288,K07993.01,,FALSE POSITIVE,FALSE POSITIVE,3.381607,0.088,7.627,441.0,117.25,0.0501,88.55,6037.0,4.5192842,9.729291,16.6,10.0,0.3685,3974.0,1.056,-0.36,59.437,1.467,296.08136,47.275814,0
9201,10226343,K07994.01,,FALSE POSITIVE,FALSE POSITIVE,0.660655454,1.098,7.111,567.0,16.81,0.0161,12.91,2497.0,3.250615,8.870523,77.7,1571.0,-1.0,6520.0,4.375,0.07,1.215,1.279,298.13785,47.25856,0
9202,10263598,K07995.01,,FALSE POSITIVE,FALSE POSITIVE,145.750554,0.017,13.999,386.0,15.34,0.7256,89.99,748.0,3.7294955,7.406564,17.0,10.0,0.6554,5096.0,3.007,0.07,8.038,2.394,287.09363,47.3713,0
9203,10266860,K07996.01,,FALSE POSITIVE,FALSE POSITIVE,2.17813954,0.054,2.063,28.6,1.0,0.0355,89.62,2073.0,3.496879,7.883851,9.7,616.0,0.8377,6511.0,4.003,-0.12,1.851,1.261,288.78162,47.39735,0
9204,4763020,K08097.01,,FALSE POSITIVE,FALSE POSITIVE,384.09781,0.016,12.55,100.0,1.63,1.0068,90.0,330.0,6.3833685,7.1536813,8.7,3.0,0.539,5884.0,3.979,-0.48,1.628,0.921,295.94016,39.849072,0
9205,5128966,K08098.01,,FALSE POSITIVE,FALSE POSITIVE,0.505322676,1.036,5.2727,77300.0,46.59,0.0123,45.47,2275.0,30.396736,63.58368,384.6,2238.0,0.0348,5941.0,4.49,-0.22,0.924,0.962,298.89563,40.28949,0
9206,5288744,K08099.01,,FALSE POSITIVE,FALSE POSITIVE,333.7163405,0.093,4.8236,420.0,3.53,0.9339,89.99,362.0,6.708699,7.5186343,3.1,3.0,0.4062,6045.0,3.956,-0.5,1.719,0.975,295.53885,40.409279,0
9207,5305225,K08100.01,,FALSE POSITIVE,FALSE POSITIVE,322.50741,0.912,20.688,350.0,2.11,0.8977,89.04,257.0,7.554606,9.132104,13.7,3.0,0.0068,5708.0,4.465,-0.08,0.933,0.926,298.89359,40.437752,0
9208,5598216,K08101.01,,FALSE POSITIVE,FALSE POSITIVE,373.8716,0.246,16.78,383.0,2.19,0.9523,89.92,279.0,6.371701,7.3172426,10.3,4.0,0.7532,5846.0,4.258,-0.46,1.116,0.821,283.56866,40.865761,0
9209,5637036,K08102.01,,FALSE POSITIVE,FALSE POSITIVE,171.046664,0.387,2.438,731.0,32.31,0.8335,89.96,827.0,6.155832,7.859926,9.8,4.0,-1.0,4932.0,2.697,0.07,12.048,2.632,296.42337,40.892471,0
9210,5647008,K08103.01,,FALSE POSITIVE,FALSE POSITIVE,0.799868354,1.274,6.613,4930.0,34.7,0.0161,22.91,1816.0,26.851173,41.60894,251.4,1670.0,0.9302,5568.0,4.488,-0.12,0.882,0.873,298.52679,40.858391,0
9211,10385708,K08206.01,,FALSE POSITIVE,FALSE POSITIVE,345.7671,0.391,15.38,213.0,2.5,1.0008,89.86,336.0,8.747722,10.301572,12.3,4.0,0.1903,5845.0,4.024,0.08,1.702,1.115,282.21188,47.577,0
9212,10404545,K08207.01,,FALSE POSITIVE,FALSE POSITIVE,350.34114,0.01,16.97,1360.0,2.5,0.8887,90.0,202.0,7.9506497,8.45378,16.4,4.0,0.8903,5188.0,4.642,-0.38,0.69,0.768,291.75497,47.549332,0
9213,10425070,K08208.01,,FALSE POSITIVE,FALSE POSITIVE,363.97165,1.394,5.702,1970.0,40.48,0.976,89.55,231.0,6.706191,7.448296,8.5,3.0,0.1071,5648.0,4.559,-0.1,0.841,0.939,298.68832,47.513821,0
9214,10425070,K08208.02,,FALSE POSITIVE,FALSE POSITIVE,395.23753,0.629,18.494,1300.0,3.17,1.0311,89.73,225.0,6.3067875,7.134018,13.4,3.0,0.05,5648.0,4.559,-0.1,0.841,0.939,298.68832,47.513821,0
9215,10461045,K08209.01,,FALSE POSITIVE,FALSE POSITIVE,385.97241,0.444,12.167,162.0,1.72,1.0967,89.88,325.0,5.8378625,7.6664257,10.8,3.0,0.5814,6732.0,4.271,-0.36,1.316,1.185,287.82239,47.690208,0
9216,10493253,K08210.01,,FALSE POSITIVE,FALSE POSITIVE,89.667675,0.324,3.726,1420.0,78.77,0.5005,89.9,1364.0,5.852564,7.9720397,7.0,3.0,0.0882,4742.0,2.099,-0.5,21.291,2.075,299.40509,47.620991,0
9217,10515564,K08211.01,,CANDIDATE,CANDIDATE,5.0487451,0.133,4.007,67.6,0.67,0.0565,89.21,922.0,3.1951354,7.110107,7.7,257.0,0.0371,5450.0,4.573,0.07,0.83,0.939,282.05078,47.743992,1
9218,10321927,K07997.01,,FALSE POSITIVE,FALSE POSITIVE,321.02094,0.295,7.51,593.0,1.96,0.8315,89.95,232.0,5.177823,7.4592237,8.5,4.0,0.8303,5334.0,4.492,-0.32,0.81,0.743,283.17575,47.401718,0
9219,10321972,K07998.01,,CANDIDATE,CANDIDATE,122.11555,0.23,16.07,1100.0,2.96,0.4405,89.77,351.0,6.0178876,7.902305,12.2,3.0,0.6287,5592.0,4.418,-0.42,0.894,0.764,283.2048,47.478271,1
9220,10322797,K07999.01,,FALSE POSITIVE,FALSE POSITIVE,1.213742728,0.627,3.596,31.7,1.18,0.0244,73.19,2599.0,5.7485137,11.828938,20.3,1104.0,0.5079,6532.0,3.961,-0.2,1.987,1.319,283.66428,47.40097,0
9221,10331279,K08000.01,,CANDIDATE,CANDIDATE,225.48805,0.817,19.46,380.0,1.7,0.6861,89.13,267.0,5.3126163,8.716486,11.6,7.0,0.002,5663.0,4.579,-0.38,0.782,0.847,288.27457,47.495781,1
9222,10338529,K08002.01,,FALSE POSITIVE,FALSE POSITIVE,366.74866,0.663,12.446,419.0,2.35,1.0052,89.78,281.0,4.5922475,7.171099,9.1,4.0,0.4938,6136.0,4.368,-0.18,1.087,1.005,291.46838,47.4674,0
9223,10340212,K08003.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374894,0.457,4.637,226.0,0.18,0.0085,73.02,433.0,3.464341,8.501308,9.3,1409.0,0.163,2661.0,5.283,0.0,0.116,0.094,292.11115,47.452293,0
9224,10383729,K08004.01,,FALSE POSITIVE,FALSE POSITIVE,0.734548624,0.747,2.207,58.6,0.84,0.0165,67.08,2082.0,6.6566963,11.86967,25.1,1823.0,0.7924,6046.0,4.478,0.07,1.007,1.111,280.90179,47.526241,0
9225,5709226,K08104.01,,FALSE POSITIVE,FALSE POSITIVE,317.99484,0.405,7.28,719.0,2.22,0.8831,89.93,241.0,8.478822,9.949626,8.4,4.0,0.0633,5665.0,4.568,-0.2,0.82,0.916,292.96835,40.954239,0
9226,5775090,K08105.01,,FALSE POSITIVE,FALSE POSITIVE,432.96732,0.189,10.85,866.0,1.64,0.9487,89.96,151.0,6.2427464,7.3089366,10.0,3.0,0.0466,4403.0,4.7,-0.46,0.576,0.606,286.24023,41.022572,0
9227,5791705,K08106.01,,FALSE POSITIVE,FALSE POSITIVE,614.39054,0.11,9.312,289.0,2.43,1.4863,89.99,269.0,6.8848777,8.586791,10.2,3.0,0.0998,6228.0,4.193,0.0,1.427,1.156,292.06931,41.042858,0
9228,5802205,K08107.01,,CANDIDATE,CANDIDATE,578.88761,0.24,18.521,76.8,1.69,1.4388,89.94,315.0,5.54864,7.586177,15.1,3.0,0.0104,6180.0,3.946,-0.14,1.917,1.185,295.08749,41.037395,1
9229,5812648,K08108.01,,FALSE POSITIVE,FALSE POSITIVE,238.561202,0.732,11.9,260.0,5.75,0.8609,89.61,568.0,5.9395604,8.2426,16.4,6.0,0.2003,6565.0,3.573,-0.52,3.308,1.493,297.44507,41.010571,0
9230,5858919,K08109.01,,CANDIDATE,CANDIDATE,218.771117,0.95,3.201,140.0,250.2,0.802,89.71,1997.0,5.464759,7.563608,8.4,4.0,0.3903,3297.0,0.236,0.08,151.184,1.436,285.29388,41.1026,1
9231,5872139,K08110.01,,FALSE POSITIVE,FALSE POSITIVE,375.17737,0.405,20.52,1230.0,3.64,1.059,89.83,264.0,5.4372683,7.54234,13.7,3.0,0.7013,6089.0,4.468,0.07,1.024,1.125,290.42435,41.183498,0
9232,10519701,K08212.01,,FALSE POSITIVE,FALSE POSITIVE,334.87402,1.165,35.42,388.0,47.48,1.031,85.78,408.0,6.682193,8.831488,19.1,4.0,0.9957,6122.0,3.811,-0.12,2.348,1.299,284.42633,47.737759,0
9233,10664150,K08213.01,,FALSE POSITIVE,FALSE POSITIVE,370.2402,1.239,31.46,1270.0,29.24,1.0198,87.45,270.0,5.125671,7.294347,20.5,4.0,0.2935,6296.0,4.481,-0.36,0.966,1.03,291.29425,47.944511,0
9234,10735575,K08214.01,,FALSE POSITIVE,FALSE POSITIVE,1.6749812,0.382,2.707,94.0,79.51,0.0316,85.09,8986.0,5.9466558,27.426477,8.9,796.0,0.4015,3940.0,0.76,-0.64,84.461,1.498,293.57895,48.00602,0
9235,10753394,K08215.01,,FALSE POSITIVE,FALSE POSITIVE,288.678554,0.717,9.197,243.0,0.96,0.7051,89.76,172.0,6.382781,7.4252834,10.8,4.0,0.4202,4326.0,4.667,-0.54,0.575,0.56,298.98932,48.077171,0
9237,10907307,K08217.01,,CANDIDATE,CANDIDATE,277.25118,0.932,8.742,1520.0,5.02,0.8073,89.53,304.0,13.195917,14.273721,15.3,3.0,0.3902,6046.0,4.357,-0.4,1.048,0.91,284.74127,48.34367,1
9238,11087662,K08218.01,,FALSE POSITIVE,FALSE POSITIVE,264.63654,1.247,42.77,432.0,42.55,0.8644,83.16,376.0,4.0747476,7.2580624,28.2,5.0,0.996,6564.0,4.198,-0.18,1.461,1.235,293.60757,48.658379,0
9239,10389280,K08005.01,,FALSE POSITIVE,FALSE POSITIVE,375.408923,0.529,11.438,87.3,4.48,1.5434,89.86,858.0,7.195658,9.834385,15.3,4.0,0.0134,11357.0,3.667,0.07,4.528,3.472,284.34103,47.55378,0
9240,10397315,K08006.01,,FALSE POSITIVE,FALSE POSITIVE,2.17812769,0.533,1.645,61.7,0.78,0.0334,86.47,1421.0,3.4203615,8.4102,10.4,616.0,0.2361,6014.0,4.494,-0.08,0.958,1.043,288.61859,47.557201,0
9241,10403228,K08007.01,,CANDIDATE,CANDIDATE,67.17662686,1.236,3.1147,1690.0,9.66,0.2177,88.78,179.0,7.6351233,9.069462,5.9,5.0,0.4857,3391.0,4.936,0.0,0.311,0.304,291.22672,47.54998,1
9242,10405224,K08008.01,,FALSE POSITIVE,FALSE POSITIVE,0.93378068,0.251,3.706,72.7,0.63,0.0175,82.72,1427.0,4.032557,8.307386,9.2,1442.0,0.9253,4938.0,4.601,0.14,0.753,0.836,292.0274,47.509682,0
9243,10405482,K08009.01,,FALSE POSITIVE,FALSE POSITIVE,0.93373895,0.259,4.156,39.6,0.64,0.0191,81.67,1993.0,3.0728662,7.742544,10.5,1443.0,0.9981,6223.0,4.459,-0.2,1.006,1.063,292.13193,47.56374,0
9244,10405546,K08010.01,,FALSE POSITIVE,FALSE POSITIVE,0.93373718,0.29,2.582,18.9,0.48,0.0195,83.89,2097.0,4.4824533,8.6427,8.4,1437.0,0.9344,6367.0,4.419,-0.14,1.087,1.131,292.15488,47.562019,0
9246,5955197,K08111.01,,CANDIDATE,CANDIDATE,359.33831,0.176,18.566,978.0,2.33,0.8852,89.93,216.0,6.132782,7.861852,15.8,4.0,0.685,5316.0,4.539,-0.46,0.753,0.715,290.14304,41.27755,1
9247,5955427,K08112.01,,FALSE POSITIVE,FALSE POSITIVE,213.201978,0.214,15.396,697.0,1.91,0.6332,89.88,221.0,7.422201,7.8583794,12.9,6.0,0.0401,4594.0,4.557,0.26,0.752,0.744,290.2196,41.246811,0
9248,5956977,K08113.01,,FALSE POSITIVE,FALSE POSITIVE,77.773042,0.558,2.285,433.0,15.03,0.3422,89.86,955.0,4.4401097,7.51491,7.7,17.0,0.2432,4763.0,2.685,-0.36,7.068,0.882,290.71783,41.247318,0
9249,6043574,K08114.01,,FALSE POSITIVE,FALSE POSITIVE,381.782641,1.204,4.52,368.0,55.75,1.1108,89.5,384.0,4.5417347,7.113357,8.6,4.0,0.6343,6056.0,3.816,-0.18,2.29,1.252,292.19037,41.31144,0
9250,6049470,K08115.01,,FALSE POSITIVE,FALSE POSITIVE,354.7897,0.449,12.62,81.0,0.47,0.7963,89.87,134.0,9.358625,10.831279,9.2,4.0,0.0053,3778.0,4.742,0.0,0.515,0.533,293.96423,41.318802,0
9251,6105359,K08116.01,,FALSE POSITIVE,FALSE POSITIVE,235.544698,0.005,8.93,299.0,2.13,0.7488,90.0,316.0,5.2174573,7.1159897,9.2,5.0,0.6288,5533.0,4.244,0.38,1.255,1.009,284.93216,41.45401,0
9252,6114140,K08117.01,,CANDIDATE,CANDIDATE,0.933745798,0.961,6.447,614.0,3.45,0.0195,26.09,2097.0,24.299774,43.466732,75.3,1441.0,0.0681,6367.0,4.419,-0.14,1.087,1.131,288.7709,41.412571,1
9253,11099109,K08219.01,,FALSE POSITIVE,FALSE POSITIVE,115.28415,0.39,11.39,415.0,2.05,0.4646,89.69,374.0,9.840959,10.039756,9.5,3.0,0.206,5780.0,4.438,0.0,1.0,1.0,298.18619,48.685757,0
9254,11124353,K08220.01,,FALSE POSITIVE,FALSE POSITIVE,423.73074,0.37,19.4,835.0,2.48,1.0853,89.87,225.0,4.86254,7.6106863,12.1,3.0,0.1286,5743.0,4.553,-0.14,0.853,0.949,284.29269,48.704021,0
9255,11338091,K08221.01,,CANDIDATE,CANDIDATE,293.38641,0.537,15.23,94.9,1.35,0.8842,89.76,347.0,5.7457824,7.3776317,13.4,4.0,0.0022,6392.0,4.213,-0.28,1.34,1.067,284.79071,49.125359,1
9256,11400356,K08222.01,,FALSE POSITIVE,FALSE POSITIVE,677.56282,0.537,10.53,631.0,2.24,1.4207,89.93,190.0,6.0327725,7.4638596,8.5,3.0,0.9691,5511.0,4.477,-0.18,0.872,0.833,290.47623,49.20261,0
9257,11446424,K08223.01,,CANDIDATE,CANDIDATE,66.716453,0.548,3.855,626.0,2.2,0.3067,89.73,402.0,3.9829998,7.5206037,8.1,14.0,0.0141,5447.0,4.506,-0.06,0.859,0.864,286.79462,49.347591,1
9258,11449696,K08224.01,,FALSE POSITIVE,FALSE POSITIVE,371.21205,0.357,19.95,720.0,2.55,1.0155,89.85,259.0,6.4094787,7.446954,12.9,4.0,0.3607,6106.0,4.497,-0.24,0.94,1.013,288.81409,49.35561,0
9259,11456839,K08225.01,,FALSE POSITIVE,FALSE POSITIVE,190.783023,0.088,4.069,1390.0,71.66,0.9897,89.99,989.0,8.93681,8.991948,9.5,3.0,-1.0,5013.0,2.394,0.07,19.813,3.549,292.73511,49.330639,0
9260,10452252,K08012.01,,CANDIDATE,CANDIDATE,34.57371851,0.22,2.1742,399.0,0.42,0.1219,89.9,199.0,4.8710995,7.660442,5.7,36.0,-1.0,3374.0,5.066,-0.36,0.218,0.202,283.15057,47.671967,1
9262,10470882,K08014.01,,FALSE POSITIVE,FALSE POSITIVE,0.9337491,0.084,3.842,98.1,0.79,0.018,87.54,1662.0,3.220278,9.449483,12.6,1220.0,0.4808,5628.0,4.575,-0.22,0.808,0.903,292.08099,47.613461,0
9263,10470993,K08015.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374417,0.277,3.385,31.3,0.64,0.0197,82.53,2126.0,3.2587774,8.961337,9.9,1440.0,0.9967,6363.0,4.399,-0.04,1.131,1.17,292.12277,47.646069,0
