rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec
9323,9084569,K07923.01,,CANDIDATE,CANDIDATE,395.13138,0.45,21.291,1.26E+02,0.97,1.0016,89.8,208,7.225203,10.02911,14.4,4,0.1245,5060,4.493,0.32,0.869,0.856,290.19992,45.419998
9324,9087580,K07924.01,,CANDIDATE,CANDIDATE,0.770658979,0.444,1.401,8.35E+01,0.68,0.0154,83.41,1548,4.1897945,9.996683,11.7,1729,1,5058,4.61,-0.04,0.739,0.827,291.37222,45.468102
9325,9099607,K07925.01,,CANDIDATE,CANDIDATE,4.6318914,0.395,3.88,5.09E+01,0.64,0.054,87.33,1060,4.3585105,7.45367,9.2,289,0.4486,5926,4.532,-0.2,0.887,0.978,295.50128,45.433979
9326,10844823,K08033.01,,CANDIDATE,CANDIDATE,362.13187,0.397,5.59,8.49E+02,2.23,0.9196,89.95,208,5.847436,7.3622427,8.2,3,0.36,5176,4.567,-0.14,0.766,0.79,283.29706,48.266628
9327,10862284,K08034.01,,FALSE POSITIVE,FALSE POSITIVE,9.1447861,0.742,5.422,2.69E+02,1.63,0.086,85.26,843,4.716922,12.122539,14.9,122,0.6514,5849,4.517,-0.02,0.919,1.014,292.28278,48.256672
9328,10862759,K08035.01,,CANDIDATE,CANDIDATE,29.4856392,0.103,4.27,1.05E+02,1.46,0.2057,89.89,793,3.8005898,8.269252,9.3,47,0.5301,6870,4.266,-0.1,1.407,1.337,292.48358,48.275219
9329,10877024,K08036.01,,FALSE POSITIVE,FALSE POSITIVE,0.786483923,1.139,7.035,2.33E+02,21.66,0.0171,10.18,2408,3.5450337,13.167665,104.2,1361,0.6681,6315,4.258,-0.14,1.282,1.083,297.56628,48.288342
9330,10920281,K08037.01,,CANDIDATE,CANDIDATE,3.65034525,0.289,1.527,2.53E+02,0.72,0.0359,89.07,578,5.5801797,7.354568,6,366,-1,3704,4.797,-0.2,0.45,0.463,291.94415,48.351791
9331,10920420,K08038.01,,FALSE POSITIVE,FALSE POSITIVE,0.9438885,0.649,2.592,3.58E+01,1.45,0.0216,73.43,3158,4.6963334,8.695949,8.3,1422,0.3964,6947,3.895,-0.28,2.297,1.511,292.00674,48.306309
9332,11032748,K08039.01,,CANDIDATE,CANDIDATE,43.9438891,0.523,5.26,1.55E+02,1.12,0.2407,89.46,505,2.964259,7.9631405,9.7,32,0.6922,6008,4.537,-0.32,0.875,0.961,293.31909,48.518608
9333,7622473,K08139.01,,FALSE POSITIVE,FALSE POSITIVE,40.244826,0.022,4.303,1.93E+02,115.94,0.2165,89.98,3302,6.1607747,11.747954,16.8,8,-1,3674,0.452,-0.58,89.878,0.833,296.01974,43.23439
9334,7662744,K08140.01,,FALSE POSITIVE,FALSE POSITIVE,135.428746,0.498,7.394,3.81E+02,1.83,0.5187,89.77,343,4.3336606,7.1369853,7.9,10,0.2237,5849,4.517,-0.02,0.919,1.014,283.11157,43.346771
9335,7686191,K08141.01,,FALSE POSITIVE,FALSE POSITIVE,380.03903,0.555,18.5,7.89E+02,2.36,0.9929,89.77,219,6.764816,8.53636,13.2,4,0.2988,5477,4.568,-0.06,0.818,0.905,293.03891,43.384048
9336,7690521,K08142.01,,FALSE POSITIVE,FALSE POSITIVE,380.294204,0.519,12.351,7.31E+02,2.27,0.9265,89.86,229,4.828031,7.3138347,15,4,0.3786,5518,4.473,-0.5,0.822,0.733,294.42719,43.38464
9337,7747835,K08143.01,,FALSE POSITIVE,FALSE POSITIVE,373.74691,0.834,28.37,6.22E+02,2.65,1.0238,89.21,260,6.7508216,8.279686,16.2,4,0.2019,6131,4.497,-0.24,0.945,1.023,290.02124,43.402161
9338,7762886,K08144.01,,FALSE POSITIVE,FALSE POSITIVE,315.81065,0.094,23.66,5.42E+02,1.82,0.8365,89.95,212,7.0503736,8.383834,11.6,4,0.0002,4875,4.514,0.2,0.81,0.781,295.03894,43.477329
9339,7811537,K08145.01,,FALSE POSITIVE,FALSE POSITIVE,16.9341628,0.662,3.94,2.08E+02,1.71,0.1374,88.5,798,2.58685,7.23092,7.2,65,0.9605,6321,4.417,0.07,1.125,1.207,287.72198,43.596432
9340,4566999,K08247.01,,FALSE POSITIVE,FALSE POSITIVE,527.68601,0.011,4.817,6.02E+02,2,1.2409,90,203,6.3287144,7.751527,6.8,3,0.1292,5657,4.567,-0.18,0.824,0.919,293.20059,39.664879
9341,4569942,K08248.01,,FALSE POSITIVE,FALSE POSITIVE,267.911652,0.016,4.124,6.95E+02,2.38,0.7643,90,257,5.432914,7.796777,7.7,4,0.8441,5291,4.423,0.06,0.926,0.828,293.94141,39.642658
9342,4572728,K08249.01,,CANDIDATE,CANDIDATE,309.191789,0.155,11.392,1.23E+02,1.96,0.9234,89.96,383,4.8406997,7.184774,10.5,4,0.6229,6299,3.99,-0.36,1.754,1.095,294.63766,39.655811
9343,4772095,K08250.01,,FALSE POSITIVE,FALSE POSITIVE,99.299502,0.526,3.631,4.09E+02,5.4,0.5031,89.83,682,3.8912156,7.1909003,6.6,13,0.322,6832,3.851,0.06,2.578,1.717,297.76138,39.854195
9344,4847801,K08251.01,,FALSE POSITIVE,FALSE POSITIVE,371.47786,0.128,12.3,2.65E+02,1.2,0.9529,89.97,203,4.514086,7.358495,8.6,4,0.4077,5162,4.605,-0.08,0.754,0.845,295.06955,39.953491
9345,5026023,K08252.01,,FALSE POSITIVE,FALSE POSITIVE,1.99638423,0.223,2.4,2.94E+01,0.59,0.0324,87.96,1590,2.8237154,7.425287,6.2,537,0.948,6249,4.428,-0.04,1.076,1.13,295.60205,40.175331
9346,5098334,K08253.01,,CANDIDATE,CANDIDATE,400.11482,0.066,12.37,1.13E+02,0.95,1.065,89.98,226,5.5992484,7.85773,6.7,4,0.1161,5547,4.521,0.24,0.911,1.005,291.52951,40.252918
9347,9101271,K07926.01,,FALSE POSITIVE,FALSE POSITIVE,29.3657204,0.954,8.7303,7.49E+04,51.33,0.1887,87.91,685,712.3634,807.6118,808.9,3,-1,6167,4.299,-0.14,1.195,1.034,295.9964,45.461231
9348,9118340,K07927.01,,FALSE POSITIVE,FALSE POSITIVE,1.035329922,1.243,3.8022,9.93E+02,105.66,0.0253,26.38,3654,3.4070537,14.251412,178,1290,0.7284,7030,3.65,0.42,3.512,2.011,300.56625,45.42445
9349,9142714,K07928.01,,CANDIDATE,CANDIDATE,1.12625975,,3.62,,,,,,7.611169,9.397798,,1193,0.8626,,,,,,286.04276,45.511211
9350,9159198,K07929.01,,FALSE POSITIVE,FALSE POSITIVE,3.04463691,0.322,6.656,4.70E+01,0.68,0.0417,84.56,1321,6.2044663,8.593861,10.4,445,0.6728,6181,4.474,-0.22,0.98,1.042,293.65582,45.511108
9351,9210820,K07930.01,,CANDIDATE,CANDIDATE,377.67241,0.107,15.82,5.15E+02,1.37,0.8667,89.97,187,6.3192315,8.00378,10.2,3,0.7366,5031,4.644,-0.9,0.615,0.608,288.43912,45.68721
9352,9227215,K07931.01,,CANDIDATE,CANDIDATE,242.0367,0.568,11.01,3.33E+02,2.11,0.7707,89.77,323,5.3176007,7.5104246,8.9,6,0.9008,6086,4.36,-0.06,1.116,1.037,295.22937,45.624889
9353,9278575,K07932.01,,CANDIDATE,CANDIDATE,502.25648,0.05,14.84,1.53E+02,1.03,1.1141,89.99,215,5.4348865,7.2063136,8.1,3,0.042,5637,4.46,-0.62,0.833,0.73,290.89395,45.71664
9354,11098004,K08041.01,,FALSE POSITIVE,FALSE POSITIVE,7.508818,0.025,6.5,7.01E+01,1.02,0.0763,89.84,1107,4.136633,8.862663,7.4,144,0.8868,6293,4.291,-0.2,1.213,1.045,297.74451,48.693668
9355,11135119,K08042.01,,FALSE POSITIVE,FALSE POSITIVE,383.937324,0.011,2.884,6.28E+02,7.9,1.1206,90,389,4.6904993,7.117375,10.8,4,0.6953,5216,3.53,-0.32,3.207,1.27,290.57559,48.785881
9356,11139682,K08043.01,,CANDIDATE,CANDIDATE,10.7781558,0.009,3.005,1.21E+02,1.24,0.1004,89.98,942,3.4121437,7.254126,7.9,127,0.0237,6386,4.402,-0.08,1.123,1.161,292.9603,48.7005
9357,11145726,K08044.01,,FALSE POSITIVE,FALSE POSITIVE,0.619618218,0.389,1.2517,5.03E+01,3.34,0.0169,83.74,3818,7.3826838,7.5358043,4.4,2006,0.8632,5180,3.314,-0.18,4.717,1.673,295.60391,48.718151
9358,11152950,K08045.01,,FALSE POSITIVE,FALSE POSITIVE,4.17363793,0.597,2.738,4.97E+01,2.52,0.0602,86.38,2197,3.7136111,8.130128,10.5,256,0.1013,6619,3.595,-0.16,3.41,1.67,298.23053,48.794109
9359,11182706,K08046.01,,CANDIDATE,CANDIDATE,384.37706,0.901,15.139,1.20E+03,50.93,1.2098,89.49,676,6.4048886,8.551403,22.6,3,0.0285,4859,2.481,-0.46,12.023,1.594,287.59253,48.886459
9360,11294822,K08047.01,,CANDIDATE,CANDIDATE,302.34971,0.468,4.978,6.22E+02,1.98,0.8332,89.94,208,5.209186,7.666105,8,3,0.2747,4829,4.564,0.48,0.794,0.843,290.6962,49.066078
9361,7811537,K08145.02,,FALSE POSITIVE,FALSE POSITIVE,244.58323,0.483,12.822,4.08E+02,2.33,0.8152,89.79,328,5.0488977,7.7770205,7.1,5,0.2942,6321,4.417,0.07,1.125,1.207,287.72198,43.596432
9362,7874976,K08146.01,,FALSE POSITIVE,FALSE POSITIVE,185.83013,0.037,10.14,7.26E+01,1.01,0.6362,89.98,370,4.131339,7.248563,8.1,7,0.009,6137,4.286,-0.24,1.187,0.993,284.69919,43.681171
9363,7888957,K08147.01,,FALSE POSITIVE,FALSE POSITIVE,363.346158,0.29,4.911,8.96E+02,22.36,1.2824,89.97,537,7.1278434,7.385894,10.7,3,0.3976,4994,3.002,0.1,7.619,2.124,291.10947,43.635181
9364,7900114,K08148.01,,FALSE POSITIVE,FALSE POSITIVE,303.91225,0.504,15.37,4.80E+02,1.97,0.8656,89.78,242,8.478353,9.752224,12.4,5,0.0012,5412,4.513,0.18,0.887,0.936,294.85776,43.677929
9365,7936194,K08149.01,,FALSE POSITIVE,FALSE POSITIVE,536.52197,0.14,4.458,2.94E+02,3,1.336,89.99,273,6.202469,7.534902,9.7,3,0.3612,5335,3.973,0.44,1.794,1.104,280.33868,43.706039
9366,7959310,K08150.01,,FALSE POSITIVE,FALSE POSITIVE,350.514,0.259,19.53,2.14E+02,2.22,0.9955,89.89,346,7.24664,8.271926,12,4,0.5085,6382,4.115,-0.36,1.5,1.068,291.54568,43.789879
9367,8012732,K08151.01,,FALSE POSITIVE,FALSE POSITIVE,431.51734,0.718,16.42,5.33E+03,10.28,1.1999,89.74,287,105.045815,121.43252,206.2,3,0.0803,6221,4.294,0.2,1.312,1.24,284.72949,43.864216
9368,5391407,K08254.01,,FALSE POSITIVE,FALSE POSITIVE,0.638697833,1.757,5.1609,1.41E+05,162.15,0.0156,42.83,2464,72.72307,479.74585,206.3,144,-1,6424,4.388,0.07,1.18,1.242,298.81052,40.540199
9369,5468555,K08255.01,,FALSE POSITIVE,FALSE POSITIVE,539.214259,0.001,3.464,3.01E+02,2.04,1.3565,90,265,5.3905864,7.2982697,7.8,3,0.218,6469,4.359,-0.16,1.171,1.143,296.98615,40.67511
9370,5638699,K08256.01,,FALSE POSITIVE,FALSE POSITIVE,343.56446,0.433,18.94,1.80E+02,1.8,0.9658,89.8,298,5.272145,7.629894,8.4,5,0.0001,5770,4.2,0.1,1.326,1.017,296.78223,40.835541
9371,5683219,K08257.01,,CANDIDATE,CANDIDATE,9.4609418,0.161,4.888,4.75E+01,0.54,0.0784,89.37,767,2.9430459,7.113993,7.9,112,0.9434,5485,4.5,-0.56,0.788,0.716,282.96545,40.922619
9372,5871116,K08258.01,,FALSE POSITIVE,FALSE POSITIVE,54.432903,0.099,3.554,3.08E+02,1.41,0.2585,89.95,404,3.5128093,7.2117453,7.7,26,0.2436,5119,4.493,-0.02,0.827,0.777,290.10568,41.13895
9373,5956171,K08259.01,,CANDIDATE,CANDIDATE,402.27493,0.668,15.67,2.95E+02,1.73,1.0699,89.75,262,5.401413,7.4787517,11.1,4,0.7971,6299,4.486,-0.42,0.95,1.008,290.4519,41.22551
9374,6032318,K08260.01,,FALSE POSITIVE,FALSE POSITIVE,235.20613,0.297,6.989,6.42E+02,1.71,0.6772,89.93,230,5.041175,7.2962074,6.8,4,0.0182,5205,4.648,-0.44,0.679,0.755,288.43362,41.358391
9375,9347066,K07933.01,,FALSE POSITIVE,FALSE POSITIVE,20.004714,0.18,2.952,1.16E+02,0.89,0.1392,89.8,577,2.9852502,7.5677705,6.7,68,0.6105,5299,4.534,0.14,0.848,0.896,293.7041,45.892509
9376,9390228,K07934.01,,CANDIDATE,CANDIDATE,22.6432436,0.136,0.806,5.50E+02,2.12,0.1541,89.96,624,3.5044084,7.3129215,8.2,63,-1,5880,4.516,-0.22,0.891,0.949,284.67227,45.97382
9377,9392016,K07935.01,,FALSE POSITIVE,FALSE POSITIVE,350.65158,0.004,7.976,2.48E+02,1.31,0.9467,90,243,4.654483,7.152329,8.2,4,0.3547,5882,4.56,-0.34,0.833,0.923,285.71143,45.920658
9378,9429631,K07937.01,,FALSE POSITIVE,FALSE POSITIVE,4.18587282,0.078,1.998,9.94E+01,0.89,0.0471,89.72,1057,2.8421786,8.51923,9.3,319,0.5374,5455,4.421,-0.2,0.909,0.795,300.38046,45.973549
9379,9469494,K07938.01,,CANDIDATE,CANDIDATE,275.5603,0.018,15.09,8.94E+01,2.33,0.9025,89.99,437,5.220207,7.4578137,11.5,4,0.4683,5989,3.764,-0.18,2.467,1.289,293.68533,46.095737
9380,9518558,K07939.01,,FALSE POSITIVE,FALSE POSITIVE,2.178142613,0.468,0.906,1.73E+02,1.22,0.0328,88.38,1452,5.4588523,11.694519,16.1,614,0.8312,6290,4.527,-0.5,0.898,0.99,288.14877,46.196911
9381,9521317,K07940.01,,CANDIDATE,CANDIDATE,188.881049,0.504,1.49,3.26E+02,1.86,0.6607,89.97,330,5.127868,8.658185,12.9,6,0.9434,6077,4.471,-0.04,0.999,1.077,289.67508,46.131882
9382,11296205,K08048.01,,CANDIDATE,CANDIDATE,379.67276,0.302,9.662,2.54E+02,1.33,0.9933,89.94,247,4.843413,7.2200413,7.9,3,0.2745,6156,4.563,-0.66,0.824,0.906,291.45468,49.043289
9383,11348086,K08049.01,,FALSE POSITIVE,FALSE POSITIVE,391.420272,0.797,3.84,2.37E+02,1.61,1.0291,89.91,256,5.234701,8.236689,10.3,3,0.907,6032,4.46,-0.32,0.949,0.948,290.57971,49.18998
9384,11350634,K08050.01,,CANDIDATE,CANDIDATE,278.38935,0.12,10.43,2.63E+02,6.81,0.9633,89.97,464,4.7224183,7.1075773,11.2,4,0.8216,4951,3.349,0.16,4.342,1.537,291.96802,49.115311
9385,11357185,K08051.01,,FALSE POSITIVE,FALSE POSITIVE,185.243906,0.726,3.276,3.84E+02,2.38,0.6797,89.87,354,4.684829,7.1291428,7.9,6,0.8461,6218,4.417,0.21,1.131,1.219,295.08365,49.170158
9386,11358305,K08052.01,,CANDIDATE,CANDIDATE,7.8687123,0.748,3.739,8.91E+01,1.73,0.0855,86.08,1323,3.1352582,8.42796,9.1,172,0.7599,6738,4.109,-0.18,1.692,1.351,295.59012,49.198601
9387,11392362,K08053.01,,CANDIDATE,CANDIDATE,9.9105786,0.813,5.945,9.95E+01,1.19,0.0952,83.93,922,3.3347123,7.2847285,9.2,106,0.6074,6214,4.442,0.07,1.076,1.169,285.74564,49.238869
9388,11443757,K08054.01,,CANDIDATE,CANDIDATE,43.9088053,0.272,6.265,2.98E+02,7.33,0.2911,89.7,885,3.1444068,7.258483,13.7,24,0.5649,5216,3.402,-0.08,4.303,1.703,285.08685,49.36282
9389,8028465,K08152.01,,FALSE POSITIVE,FALSE POSITIVE,261.684363,0.037,3.892,8.17E+02,1.46,0.6447,90,175,6.7409544,7.5647364,8.3,4,0.0725,4393,4.713,-0.96,0.526,0.522,291.67062,43.814461
9390,8129641,K08153.01,,FALSE POSITIVE,FALSE POSITIVE,0.808106001,1.269,3.9174,7.68E+03,39.59,0.0172,35.53,1978,13.886745,70.42667,73.3,1403,-1,6014,4.494,-0.08,0.958,1.043,300.95416,43.991718
9391,8226720,K08154.01,,FALSE POSITIVE,FALSE POSITIVE,391.33068,0.508,12.37,2.77E+02,1.68,1.0467,89.86,274,7.0505915,7.7990594,10.3,4,0.0831,6428,4.457,-0.54,0.977,0.998,289.4827,44.17889
9392,8307354,K08155.01,,FALSE POSITIVE,FALSE POSITIVE,320.5679455,0.331,15.3614,8.99E+02,2.43,0.8854,89.88,234,4.850311,7.19511,7.5,4,-1,5546,4.575,-0.14,0.81,0.907,294.57861,44.21526
9393,8439949,K08156.01,,CANDIDATE,CANDIDATE,364.98242,0.926,12.346,5.33E+02,3.12,1.0483,89.47,293,5.518176,7.17334,13.1,4,0.9298,6429,4.404,-0.14,1.116,1.152,295.16364,44.422211
9394,8527297,K08157.01,,CANDIDATE,CANDIDATE,0.58730021,,0.82,,,,,,3.7481894,9.182354,,929,0.989,,,,,,301.6618,44.577499
9395,8588982,K08158.01,,FALSE POSITIVE,FALSE POSITIVE,116.025744,0.017,3.539,1.36E+03,37.99,0.5515,90,893,8.766334,9.369595,18.5,3,0.3262,4575,2.592,0.24,10.788,1.66,300.58768,44.681862
9396,6182508,K08261.01,,FALSE POSITIVE,FALSE POSITIVE,85.9770426,0.042,1.919,1.06E+03,1.46,0.2959,89.99,202,4.5398874,7.4072905,8,10,0.165,3710,4.797,-0.2,0.452,0.467,282.90985,41.502739
9397,6195669,K08262.01,,FALSE POSITIVE,FALSE POSITIVE,370.94353,1.294,16.64,1.07E+03,27.77,0.9579,88.53,228,7.375611,11.052058,14.6,4,0.5786,5755,4.588,-0.46,0.776,0.85,288.81357,41.555119
9398,6356506,K08263.01,,CANDIDATE,CANDIDATE,280.55544,0.031,12.757,4.01E+02,2.17,0.8742,89.99,308,6.418247,8.621674,9.3,5,0.6584,6292,4.426,-0.08,1.078,1.129,289.32593,41.749939
9399,6583107,K08264.01,,FALSE POSITIVE,FALSE POSITIVE,30.6261927,0.386,1.107,1.63E+02,1.55,0.1862,89.89,655,2.7513645,7.20112,6.6,33,0.3195,5860,4.244,-0.22,1.197,0.917,283.24283,42.028561
9400,6681618,K08265.01,,FALSE POSITIVE,FALSE POSITIVE,364.42189,1.276,38.14,2.50E+03,36.37,1.0253,87.39,264,5.807944,8.149576,28.5,4,0.3787,6047,4.47,0,1.002,1.081,288.77316,42.137081
9401,6946985,K08266.01,,FALSE POSITIVE,FALSE POSITIVE,440.584562,0.062,10.534,6.59E+01,1.67,1.5031,89.99,505,6.6666584,9.966466,16.1,3,0,9935,4.205,0.07,1.996,2.332,291.2955,42.44994
9402,7106438,K08267.01,,FALSE POSITIVE,FALSE POSITIVE,269.331027,0.679,4.891,5.16E+02,2.54,0.8341,89.88,304,4.665908,7.1663666,7.9,5,0.6972,6129,4.419,-0.06,1.055,1.06,288.08368,42.676392
9403,9529148,K07942.01,,FALSE POSITIVE,FALSE POSITIVE,25.3428696,0.554,1.51,2.31E+02,1.85,0.1821,89.71,706,3.1256235,7.2153487,7.5,53,0.3826,6311,4.398,0.21,1.172,1.253,292.9418,46.193691
9404,9531850,K07943.01,,FALSE POSITIVE,FALSE POSITIVE,0.66234265,0.631,1.049,2.36E+03,5.13,0.0149,81.16,2089,3.2564533,9.131409,12.4,409,0.9981,5780,4.438,0,1,1,294.08633,46.131641
9405,9541094,K07944.01,,FALSE POSITIVE,FALSE POSITIVE,0.536654028,0.62,2.783,4.10E+01,0.67,0.0128,63.84,2299,3.8509905,12.920246,21.8,1991,0.9494,5887,4.421,-0.12,1.001,0.965,297.27579,46.132751
9406,9579753,K07945.01,,FALSE POSITIVE,FALSE POSITIVE,1.08908149,0.31,2.262,1.31E+02,0.69,0.0175,85.05,1131,3.3741794,7.968883,9.9,1041,0.902,4327,4.639,-0.3,0.614,0.6,287.9549,46.298271
9407,9588880,K07946.01,,FALSE POSITIVE,FALSE POSITIVE,77.97621155,,2,,,,,,10.123536,9.192081,,18,-1,,,,,,292.16595,46.227631
9408,9592831,K07947.01,,FALSE POSITIVE,FALSE POSITIVE,0.609668222,0.135,2.836,2.88E+02,1.35,0.0137,85.62,1805,3.3214426,10.088734,15.7,750,0.998,5296,4.576,0.12,0.815,0.911,293.76086,46.231201
9409,9602658,K07948.01,,FALSE POSITIVE,FALSE POSITIVE,3.55650403,0.846,6.862,1.32E+02,0.56,0.0347,69.14,580,3.005806,8.287662,11.8,304,0.585,3745,4.819,-0.4,0.427,0.438,297.16284,46.27631
9410,11453349,K08055.01,,CANDIDATE,CANDIDATE,4.40660737,0.433,2.107,7.07E+01,0.86,0.054,88.3,1152,3.6996,7.3382545,8.1,304,0.4817,6063,4.47,-0.02,1.001,1.079,290.81824,49.30558
9411,11560397,K08056.01,,FALSE POSITIVE,FALSE POSITIVE,0.527673051,0.216,1.631,2.83E+01,1.43,0.0143,85.05,4056,4.0793343,11.366292,13.5,2536,0.938,6762,3.738,-0.48,2.637,1.386,292.54663,49.543373
9412,11565903,K08057.01,,FALSE POSITIVE,FALSE POSITIVE,117.140785,0.643,3.401,3.37E+02,15.87,0.6022,89.82,862,4.4285274,7.284795,8.5,10,0.0353,5282,2.932,-0.5,8.243,2.118,295.14056,49.55706
9413,11601597,K08058.01,,FALSE POSITIVE,FALSE POSITIVE,0.590281548,0.801,2.72,2.16E+01,0.68,0.0137,53.12,2643,3.8564513,9.865548,20.6,1815,0.8717,6124,4.196,-0.28,1.315,0.991,286.47849,49.64114
9414,11612241,K08059.01,,FALSE POSITIVE,FALSE POSITIVE,4.5647147,0.647,13.395,9.93E+01,1.04,0.0533,72.61,1131,3.4305255,9.6876745,18,302,0.8903,5953,4.433,-0.18,0.99,0.968,292.65387,49.644138
9415,11661803,K08060.01,,FALSE POSITIVE,FALSE POSITIVE,372.086704,1.266,3.686,2.49E+03,38.4,1.0529,89.75,283,11.785622,19.863651,18,4,0.9125,6289,4.411,-0.08,1.093,1.121,291.88229,49.748161
9416,11661803,K08060.02,,FALSE POSITIVE,FALSE POSITIVE,363.448167,1.259,6.013,2.12E+03,37.03,1.0365,89.57,285,13.65973,18.454401,19.4,4,0.0036,6289,4.411,-0.08,1.093,1.121,291.88229,49.748161
9417,8608544,K08159.01,,FALSE POSITIVE,FALSE POSITIVE,348.68162,0.506,10.959,3.09E+02,2.09,1.0261,89.86,302,8.055794,8.579157,11.9,4,0.5758,6450,4.386,-0.08,1.155,1.183,284.19217,44.762112
9418,8608544,K08159.02,,CANDIDATE,CANDIDATE,353.01861,0.064,15.583,3.75E+02,2.25,1.0346,89.98,301,5.2285357,8.201264,14.9,3,0.7234,6450,4.386,-0.08,1.155,1.183,284.19217,44.762112
9419,8618147,K08160.01,,FALSE POSITIVE,FALSE POSITIVE,345.128277,0.175,15.925,3.24E+02,1.94,1.0148,89.94,282,6.7596903,8.040042,11.4,4,0.3069,6214,4.442,0.07,1.076,1.169,289.29507,44.71656
9420,8630840,K08161.01,,FALSE POSITIVE,FALSE POSITIVE,370.38642,0.006,23.94,1.86E+02,2.12,1.0735,90,328,5.071457,7.351427,13.9,4,0.0243,6179,4.134,0.06,1.555,1.199,294.13348,44.71735
9421,8683144,K08162.01,,FALSE POSITIVE,FALSE POSITIVE,267.970682,0.008,11.48,3.58E+02,1.7,0.8056,90,280,7.2998366,9.013233,10.4,3,0.0346,6008,4.519,-0.28,0.897,0.97,289.48599,44.886089
9422,8708961,K08163.01,,CANDIDATE,CANDIDATE,370.98253,1.655,17.84,5.52E+02,119.96,1.0106,87.61,338,4.260495,7.30919,15.7,4,0.178,6028,4.013,-0.34,1.63,0.999,298.21265,44.80479
9423,8740744,K08164.01,,FALSE POSITIVE,FALSE POSITIVE,417.829033,0.279,15.05,5.01E+02,2.19,1.1157,89.92,248,9.470781,9.482456,8.9,4,-1,6018,4.485,-0.04,0.975,1.058,285.94116,44.994148
9424,7451315,K08268.01,,FALSE POSITIVE,FALSE POSITIVE,368.5224,1.22,36.29,1.33E+03,26.7,0.9929,87.15,260,5.691864,8.04232,22.7,3,0.9269,6063,4.473,-0.32,0.941,0.959,293.7084,43.08815
9425,7751294,K08269.01,,FALSE POSITIVE,FALSE POSITIVE,371.4589776,0.037,10.0734,4.57E+02,2.22,1.0253,89.99,283,4.5702677,7.334533,10.8,4,0.8313,6388,4.427,-0.36,1.033,1.035,291.19321,43.475128
9426,7832787,K08270.01,,CANDIDATE,CANDIDATE,338.00692,0.184,16.745,5.44E+02,2.09,0.929,89.93,249,6.146709,8.370363,15.3,4,0.3075,5741,4.502,-0.12,0.898,0.934,295.22299,43.590439
9427,8008913,K08271.01,,FALSE POSITIVE,FALSE POSITIVE,34.9989085,0.896,1.764,4.27E+02,1.65,0.185,89.31,376,2.8510537,7.473953,7.5,36,0.5225,4559,4.653,-0.1,0.648,0.707,282.90509,43.871769
9428,8022520,K08272.01,,CANDIDATE,CANDIDATE,432.42787,0.716,19.63,1.10E+02,1.14,1.1457,89.66,259,5.8415523,7.619459,6,3,0.0456,6263,4.46,-0.22,1.009,1.068,289.66574,43.879459
9429,8108450,K08273.01,,FALSE POSITIVE,FALSE POSITIVE,386.78734,0.479,15.51,7.44E+02,2.34,0.9641,89.84,224,6.1783195,7.8896194,10.3,4,0.0809,5425,4.484,-0.22,0.847,0.796,295.49759,43.909611
9430,8293631,K08274.01,,FALSE POSITIVE,FALSE POSITIVE,449.557346,0.69,17.227,1.19E+03,55.33,1.5967,89.74,721,6.4983764,7.9441648,28.4,4,0.4831,5323,2.51,-0.5,15.075,2.683,289.64142,44.224751
9431,9604563,K07949.01,,CANDIDATE,CANDIDATE,1.001916708,0.074,1.256,7.09E+01,0.62,0.0182,89.31,1545,3.506882,8.045534,8.3,1062,0.9474,5521,4.613,-0.44,0.734,0.821,297.69662,46.264679
9432,9639021,K07950.01,,FALSE POSITIVE,FALSE POSITIVE,2.21568076,0.563,1.515,4.36E+01,0.57,0.0305,86.55,1236,4.6184244,7.3827376,6.9,606,0.6121,5349,4.478,-0.24,0.836,0.767,286.80914,46.390411
9433,9640649,K07951.01,,CANDIDATE,CANDIDATE,0.862329309,0.421,1.044,1.41E+02,1.09,0.0177,85.86,1825,3.4865925,8.789984,10.8,1547,1,5806,4.528,-0.04,0.899,0.996,287.81287,46.340569
9434,9643210,K07952.01,,FALSE POSITIVE,FALSE POSITIVE,3.850304552,0.29,1.5337,1.58E+02,0.28,0.0283,89.1,407,3.3790238,8.062453,5.3,336,0.9887,3274,5.044,0.02,0.224,0.202,289.24158,46.359711
9435,9650579,K07953.01,,CANDIDATE,CANDIDATE,432.96905,0.4,20.76,2.58E+02,1.43,1.1163,89.85,219,5.4744296,7.316128,8.1,3,0.4849,5580,4.538,0.14,0.886,0.989,292.41211,46.36388
9436,9650762,K07954.01,,CANDIDATE,CANDIDATE,372.15035,0.259,21.23,4.57E+02,1.74,0.9758,89.89,232,6.0266776,8.906236,12.3,4,0.7393,5769,4.57,-0.32,0.812,0.9,292.48166,46.371479
9437,9651155,K07955.01,,FALSE POSITIVE,FALSE POSITIVE,1.07383154,1.198,4.846,3.14E+04,137.54,0.0251,50.16,3791,14.198096,72.1689,137.3,87,-1,8059,3.789,-0.26,2.859,1.834,292.64063,46.388039
